HDI Rank,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,Test2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
137, Lao People's Democratic Republic,0.41,0.41,0.42,0.42,0.43,0.43,0.45,0.45,0.46,0.47,0.47,0.48,0.49,0.49,0.5,0.51,0.51,0.53,0.54,0.55,0.55,0.57,0.58,0.58,0.59,0.6,0.61,0.61,0.61,0.61
37, Latvia,0.71,0.71,0.69,0.67,0.68,0.68,0.69,0.7,0.71,0.72,0.74,0.75,0.77,0.78,0.8,0.81,0.82,0.83,0.83,0.83,0.82,0.83,0.83,0.84,0.85,0.85,0.85,0.86,0.86,0.87
92, Lebanon,,,,,,,,,,,,,,,,0.74,0.74,0.75,0.76,0.76,0.77,0.77,0.76,0.76,0.75,0.74,0.74,0.75,0.75,0.74
165, Lesotho,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.5,0.5,0.51,0.52,0.52,0.53
175, Liberia,,,,,,,,,,0.4,0.44,0.44,0.44,0.42,0.43,0.43,0.44,0.45,0.45,0.45,0.46,0.47,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.48
105, Libya,0.72,0.73,0.74,0.74,0.75,0.75,0.76,0.77,0.77,0.78,0.78,0.79,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.76,0.79,0.76,0.73,0.7,0.69,0.71,0.72,0.72
19, Liechtenstein,,,,,,,,,,,0.86,0.87,0.87,0.88,0.88,0.89,0.89,0.89,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92
34, Lithuania,0.74,0.73,0.72,0.71,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.79,0.8,0.81,0.82,0.83,0.83,0.84,0.83,0.83,0.84,0.84,0.85,0.86,0.86,0.87,0.87,0.88,0.88
23, Luxembourg,0.8,0.8,0.81,0.81,0.82,0.82,0.83,0.84,0.84,0.86,0.86,0.87,0.87,0.87,0.88,0.88,0.88,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.92
164, Madagascar,,,,,,,,,,,0.46,0.47,0.46,0.47,0.48,0.49,0.49,0.5,0.51,0.51,0.51,0.51,0.51,0.52,0.52,0.52,0.52,0.53,0.53,0.53
174, Malawi,0.33,0.34,0.35,0.36,0.36,0.39,0.38,0.4,0.4,0.4,0.39,0.39,0.36,0.36,0.36,0.37,0.38,0.39,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.47,0.47,0.47,0.48,0.48
62, Malaysia,0.64,0.65,0.66,0.67,0.68,0.68,0.69,0.7,0.71,0.71,0.72,0.72,0.72,0.73,0.73,0.73,0.74,0.75,0.76,0.77,0.77,0.78,0.78,0.79,0.79,0.8,0.8,0.81,0.81,0.81
95, Maldives,,,,,,0.56,0.57,0.58,0.6,0.61,0.62,0.63,0.63,0.64,0.65,0.65,0.66,0.66,0.67,0.67,0.69,0.7,0.7,0.71,0.72,0.72,0.73,0.73,0.73,0.74
184, Mali,0.23,0.24,0.25,0.25,0.26,0.27,0.27,0.29,0.29,0.31,0.31,0.33,0.33,0.35,0.36,0.37,0.38,0.37,0.39,0.4,0.41,0.41,0.41,0.41,0.42,0.42,0.42,0.43,0.43,0.43
28, Malta,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.78,0.79,0.79,0.8,0.8,0.8,0.81,0.82,0.83,0.83,0.84,0.84,0.84,0.85,0.85,0.86,0.87,0.87,0.88,0.89,0.89,0.89,0.9
117, Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,0.7
157, Mauritania,0.4,0.4,0.41,0.42,0.44,0.44,0.45,0.45,0.46,0.46,0.46,0.46,0.47,0.47,0.48,0.49,0.5,0.5,0.49,0.5,0.51,0.51,0.52,0.53,0.53,0.54,0.54,0.54,0.54,0.55
66, Mauritius,0.62,0.63,0.64,0.64,0.65,0.65,0.66,0.66,0.67,0.67,0.68,0.69,0.69,0.7,0.71,0.72,0.72,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.79,0.79,0.79,0.8,0.8,0.8
74, Mexico,0.66,0.66,0.66,0.67,0.68,0.68,0.68,0.69,0.7,0.7,0.71,0.71,0.72,0.72,0.73,0.74,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.76,0.76,0.77,0.77,0.77,0.78,0.78
136, Micronesia (Federated States of),,,,,,,,,,,0.55,0.55,0.56,0.57,0.57,0.58,0.58,0.59,0.59,0.6,0.6,0.6,0.61,0.61,0.6,0.61,0.61,0.62,0.62,0.62
90, Moldova (Republic of),0.69,0.68,0.66,0.66,0.64,0.64,0.63,0.64,0.64,0.64,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.7,0.71,0.71,0.71,0.72,0.73,0.74,0.74,0.74,0.74,0.74,0.75,0.75
99, Mongolia,0.58,0.57,0.56,0.55,0.55,0.55,0.56,0.57,0.58,0.58,0.59,0.6,0.61,0.62,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.73,0.74,0.73,0.73,0.74,0.74
48, Montenegro,,,,,,,,,,,,,,,,,0.77,0.78,0.79,0.8,0.8,0.81,0.81,0.81,0.81,0.82,0.82,0.82,0.83,0.83
121, Morocco,0.46,0.46,0.47,0.47,0.48,0.49,0.5,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.59,0.6,0.61,0.62,0.63,0.64,0.64,0.65,0.66,0.67,0.67,0.68,0.69
181, Mozambique,0.23,0.23,0.23,0.23,0.24,0.25,0.26,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.39,0.4,0.4,0.4,0.42,0.43,0.43,0.44,0.45,0.45,0.46
147, Myanmar,0.34,0.35,0.36,0.37,0.38,0.38,0.39,0.39,0.4,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.52,0.53,0.53,0.54,0.55,0.56,0.56,0.57,0.58,0.58
130, Namibia,0.58,0.58,0.59,0.59,0.59,0.58,0.57,0.56,0.56,0.55,0.54,0.54,0.54,0.54,0.55,0.55,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.64,0.64,0.65,0.65
142, Nepal,0.39,0.4,0.4,0.41,0.41,0.42,0.43,0.44,0.44,0.45,0.45,0.45,0.46,0.47,0.48,0.48,0.49,0.5,0.51,0.52,0.54,0.55,0.56,0.57,0.58,0.58,0.59,0.59,0.6,0.6
8, Netherlands,0.84,0.84,0.84,0.85,0.87,0.87,0.87,0.87,0.87,0.88,0.88,0.89,0.89,0.89,0.89,0.9,0.9,0.91,0.91,0.91,0.92,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94
14, New Zealand,0.83,0.83,0.83,0.84,0.85,0.86,0.86,0.87,0.87,0.87,0.88,0.88,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.93,0.93,0.93
128, Nicaragua,0.5,0.51,0.51,0.52,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.58,0.59,0.59,0.6,0.6,0.61,0.61,0.62,0.62,0.62,0.63,0.63,0.64,0.65,0.65,0.66,0.66,0.66,0.66
189, Niger,0.22,0.22,0.23,0.23,0.24,0.24,0.24,0.25,0.26,0.26,0.26,0.27,0.27,0.28,0.29,0.29,0.3,0.31,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.37,0.38,0.39,0.39,0.39
161, Nigeria,,,,,,,,,,,,,,0.45,0.46,0.47,0.47,0.48,0.48,0.49,0.48,0.49,0.5,0.52,0.52,0.53,0.53,0.53,0.53,0.54
82, North Macedonia,,,,,,,,,,,0.68,0.68,0.69,0.69,0.7,0.71,0.72,0.72,0.74,0.74,0.74,0.75,0.75,0.75,0.76,0.76,0.77,0.77,0.77,0.77
1, Norway,0.85,0.85,0.86,0.87,0.88,0.88,0.89,0.89,0.9,0.91,0.92,0.91,0.92,0.92,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.95,0.95,0.95,0.96,0.96
60, Oman,,,,,,,,,,,0.69,0.71,0.71,0.72,0.73,0.74,0.74,0.75,0.77,0.78,0.78,0.78,0.79,0.8,0.8,0.81,0.82,0.82,0.81,0.81
154, Pakistan,0.4,0.41,0.41,0.42,0.42,0.43,0.43,0.43,0.44,0.44,0.45,0.45,0.46,0.47,0.47,0.49,0.49,0.5,0.5,0.51,0.51,0.52,0.52,0.52,0.53,0.54,0.54,0.55,0.55,0.56
50, Palau,,,,,,,,,,,0.74,0.75,0.75,0.76,0.76,0.77,0.77,0.78,0.78,0.78,0.79,0.79,0.8,0.82,0.83,0.82,0.82,0.82,0.82,0.83
115," Palestine, State of",,,,,,,,,,,,,,,0.65,0.66,0.66,0.67,0.67,0.68,0.68,0.69,0.7,0.7,0.7,0.7,0.7,0.71,0.71,0.71
57, Panama,0.68,0.68,0.69,0.7,0.7,0.7,0.71,0.72,0.72,0.73,0.74,0.74,0.74,0.75,0.75,0.75,0.76,0.77,0.77,0.77,0.77,0.78,0.79,0.79,0.8,0.8,0.81,0.81,0.81,0.82
155, Papua New Guinea,0.38,0.39,0.4,0.41,0.42,0.43,0.43,0.44,0.44,0.45,0.45,0.46,0.46,0.47,0.47,0.48,0.49,0.5,0.5,0.51,0.52,0.53,0.52,0.54,0.54,0.55,0.55,0.55,0.55,0.56
103, Paraguay,0.6,0.6,0.61,0.62,0.62,0.63,0.63,0.64,0.64,0.64,0.64,0.65,0.66,0.66,0.67,0.67,0.67,0.68,0.68,0.68,0.7,0.7,0.7,0.71,0.72,0.72,0.72,0.73,0.73,0.73
79, Peru,0.61,0.62,0.62,0.63,0.64,0.65,0.65,0.66,0.67,0.68,0.68,0.69,0.69,0.69,0.69,0.7,0.7,0.7,0.72,0.72,0.72,0.73,0.74,0.75,0.76,0.76,0.77,0.77,0.77,0.78
107, Philippines,0.59,0.6,0.6,0.6,0.61,0.61,0.62,0.62,0.63,0.63,0.63,0.63,0.64,0.64,0.65,0.65,0.66,0.66,0.67,0.67,0.67,0.68,0.68,0.69,0.7,0.7,0.7,0.71,0.71,0.72
35, Poland,0.72,0.72,0.72,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.79,0.8,0.8,0.81,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.85,0.84,0.86,0.86,0.86,0.87,0.87,0.88,0.88
38, Portugal,0.72,0.73,0.74,0.75,0.76,0.77,0.77,0.78,0.79,0.79,0.79,0.8,0.8,0.81,0.81,0.81,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.86,0.86,0.86,0.86
45, Qatar,0.75,0.75,0.75,0.76,0.77,0.78,0.79,0.81,0.81,0.81,0.82,0.82,0.82,0.83,0.83,0.84,0.84,0.84,0.84,0.84,0.83,0.84,0.85,0.84,0.84,0.84,0.85,0.85,0.85,0.85
49, Romania,0.71,0.69,0.69,0.69,0.69,0.69,0.7,0.7,0.71,0.71,0.72,0.72,0.73,0.74,0.75,0.76,0.77,0.79,0.8,0.81,0.81,0.81,0.8,0.81,0.81,0.82,0.82,0.82,0.82,0.83
52, Russian Federation,0.74,0.73,0.72,0.71,0.7,0.7,0.7,0.71,0.71,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.77,0.78,0.79,0.8,0.8,0.81,0.81,0.82,0.82,0.82,0.82
160, Rwanda,0.25,0.22,0.2,0.2,0.19,0.23,0.26,0.29,0.31,0.33,0.34,0.35,0.37,0.38,0.4,0.41,0.43,0.45,0.46,0.48,0.49,0.5,0.51,0.52,0.52,0.53,0.53,0.54,0.54,0.54
74, Saint Kitts and Nevis,,,,,,,,,,,,,,,,0.71,0.72,0.72,0.74,0.74,0.75,0.75,0.75,0.76,0.77,0.77,0.77,0.77,0.77,0.78
86, Saint Lucia,,,,,,,,,,,0.7,0.69,0.69,0.7,0.7,0.7,0.71,0.71,0.73,0.73,0.73,0.74,0.73,0.73,0.74,0.75,0.75,0.76,0.76,0.76
97, Saint Vincent and the Grenadines,,,,,,,,,,,0.68,0.69,0.69,0.7,0.7,0.71,0.71,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.74,0.74
111, Samoa,0.63,0.63,0.63,0.64,0.62,0.62,0.63,0.64,0.64,0.65,0.65,0.66,0.66,0.67,0.67,0.68,0.68,0.69,0.69,0.69,0.7,0.7,0.7,0.7,0.7,0.71,0.71,0.71,0.71,0.72
135, Sao Tome and Principe,0.45,0.45,0.46,0.46,0.47,0.47,0.48,0.48,0.49,0.49,0.5,0.51,0.51,0.52,0.53,0.53,0.54,0.55,0.55,0.56,0.56,0.57,0.57,0.58,0.59,0.6,0.61,0.62,0.62,0.63
40, Saudi Arabia,0.7,0.71,0.71,0.71,0.72,0.72,0.73,0.73,0.74,0.74,0.74,0.75,0.75,0.76,0.76,0.77,0.78,0.78,0.79,0.8,0.81,0.82,0.84,0.85,0.85,0.86,0.86,0.85,0.85,0.85
168, Senegal,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.39,0.39,0.41,0.41,0.42,0.43,0.43,0.44,0.45,0.46,0.46,0.47,0.47,0.49,0.49,0.5,0.51,0.51,0.51,0.52,0.51
64, Serbia,0.72,0.72,0.71,0.69,0.69,0.7,0.7,0.71,0.71,0.71,0.72,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.76,0.77,0.77,0.78,0.78,0.78,0.78,0.79,0.8,0.8,0.8,0.81
67, Seychelles,,,,,,,,,,,0.71,0.71,0.71,0.71,0.72,0.73,0.72,0.75,0.75,0.75,0.76,0.77,0.76,0.78,0.78,0.79,0.79,0.79,0.79,0.8
182, Sierra Leone,0.29,0.28,0.28,0.28,0.28,0.29,0.28,0.28,0.28,0.29,0.3,0.31,0.33,0.34,0.35,0.35,0.36,0.38,0.39,0.39,0.4,0.41,0.42,0.43,0.44,0.43,0.43,0.44,0.45,0.45
11, Singapore,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.83,0.84,0.85,0.87,0.88,0.88,0.89,0.89,0.91,0.91,0.92,0.92,0.93,0.93,0.94,0.93,0.94,0.94
39, Slovakia,0.74,0.74,0.74,0.74,0.75,0.75,0.76,0.76,0.76,0.76,0.77,0.77,0.77,0.78,0.79,0.8,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.85,0.85,0.86,0.86,0.86
22, Slovenia,0.77,0.77,0.77,0.78,0.78,0.79,0.8,0.8,0.81,0.83,0.83,0.84,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.89,0.89,0.89,0.88,0.89,0.89,0.89,0.9,0.91,0.91,0.92
151, Solomon Islands,,,,,,,,,,0.49,0.48,0.48,0.49,0.49,0.5,0.51,0.52,0.53,0.52,0.52,0.54,0.54,0.55,0.56,0.56,0.56,0.56,0.56,0.56,0.57
114, South Africa,0.63,0.63,0.64,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.63,0.61,0.62,0.62,0.62,0.62,0.63,0.63,0.65,0.66,0.66,0.67,0.68,0.69,0.69,0.7,0.7,0.71,0.71,0.71
185, South Sudan,,,,,,,,,,,,,,,,,,,,,0.41,0.43,0.4,0.43,0.43,0.43,0.42,0.43,0.43,0.43
25, Spain,0.76,0.77,0.78,0.79,0.8,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.84,0.84,0.85,0.86,0.86,0.86,0.87,0.87,0.88,0.88,0.88,0.89,0.9,0.9,0.9,0.91,0.9
72, Sri Lanka,0.63,0.63,0.64,0.64,0.65,0.65,0.66,0.67,0.67,0.68,0.69,0.7,0.7,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.75,0.76,0.77,0.77,0.77,0.78,0.77,0.78,0.78,0.78
170, Sudan,0.33,0.34,0.34,0.35,0.36,0.37,0.37,0.38,0.39,0.4,0.4,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.47,0.47,0.47,0.49,0.49,0.5,0.5,0.51,0.51,0.51,0.51
97, Suriname,,,,,,,,,,,,,,,0.68,0.69,0.69,0.7,0.7,0.71,0.71,0.72,0.73,0.73,0.74,0.74,0.74,0.73,0.73,0.74
7, Sweden,0.82,0.82,0.83,0.85,0.86,0.86,0.87,0.88,0.89,0.9,0.9,0.91,0.91,0.91,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.93,0.94,0.94,0.94,0.94,0.94,0.95
2, Switzerland,0.84,0.84,0.85,0.85,0.85,0.86,0.86,0.87,0.88,0.89,0.9,0.9,0.9,0.91,0.91,0.91,0.92,0.92,0.93,0.94,0.94,0.94,0.94,0.95,0.94,0.95,0.95,0.95,0.96,0.96
151, Syrian Arab Republic,0.55,0.56,0.56,0.56,0.57,0.58,0.58,0.59,0.59,0.59,0.6,0.61,0.61,0.62,0.64,0.65,0.66,0.67,0.68,0.67,0.67,0.68,0.66,0.6,0.56,0.54,0.53,0.56,0.56,0.57
125, Tajikistan,0.62,0.61,0.59,0.58,0.56,0.55,0.54,0.54,0.54,0.55,0.56,0.56,0.57,0.59,0.6,0.61,0.62,0.62,0.64,0.63,0.64,0.64,0.64,0.65,0.65,0.65,0.65,0.66,0.66,0.67
163, Tanzania (United Republic of),0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.5,0.5,0.5,0.51,0.52,0.52,0.52,0.53
79, Thailand,0.58,0.59,0.59,0.6,0.61,0.61,0.62,0.63,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.7,0.71,0.72,0.72,0.72,0.73,0.74,0.73,0.74,0.75,0.76,0.77,0.77,0.78
141, Timor-Leste,,,,,,,,,,,0.48,0.49,0.5,0.5,0.52,0.54,0.56,0.59,0.62,0.61,0.63,0.64,0.64,0.63,0.62,0.61,0.6,0.6,0.6,0.61
167, Togo,0.41,0.41,0.4,0.39,0.4,0.41,0.42,0.43,0.43,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.49,0.49,0.5,0.5,0.51,0.51,0.52
104, Tonga,0.65,0.66,0.66,0.67,0.67,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.69,0.68,0.68,0.68,0.69,0.69,0.69,0.7,0.7,0.71,0.71,0.71,0.72,0.72,0.72,0.72,0.73
67, Trinidad and Tobago,0.67,0.67,0.67,0.67,0.68,0.68,0.69,0.7,0.69,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.78,0.78,0.78,0.78,0.78,0.79,0.79,0.79,0.8,0.8,0.8
95, Tunisia,0.57,0.57,0.58,0.59,0.6,0.61,0.61,0.62,0.63,0.64,0.65,0.66,0.66,0.67,0.68,0.69,0.69,0.7,0.71,0.71,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.74,0.74
54, Turkey,0.58,0.59,0.59,0.6,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.68,0.69,0.7,0.7,0.71,0.71,0.72,0.74,0.75,0.77,0.79,0.8,0.8,0.81,0.81,0.82,0.82
111, Turkmenistan,,,,,,,,,,,,,,,,,,,,,0.67,0.67,0.68,0.69,0.69,0.69,0.7,0.7,0.71,0.72
159, Uganda,0.32,0.32,0.31,0.32,0.32,0.33,0.34,0.36,0.37,0.39,0.4,0.41,0.43,0.44,0.44,0.44,0.46,0.47,0.48,0.49,0.5,0.5,0.51,0.51,0.52,0.53,0.53,0.53,0.54,0.54
74, Ukraine,0.73,0.72,0.71,0.7,0.69,0.69,0.68,0.69,0.69,0.69,0.69,0.71,0.72,0.73,0.73,0.74,0.74,0.75,0.76,0.75,0.76,0.76,0.76,0.77,0.77,0.77,0.77,0.77,0.77,0.78
31, United Arab Emirates,0.72,0.74,0.74,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.78,0.79,0.79,0.8,0.8,0.81,0.81,0.82,0.82,0.82,0.82,0.83,0.83,0.84,0.85,0.86,0.86,0.88,0.89,0.89
13, United Kingdom,0.78,0.79,0.81,0.82,0.83,0.85,0.85,0.86,0.86,0.87,0.87,0.88,0.88,0.89,0.89,0.9,0.9,0.9,0.9,0.91,0.91,0.91,0.9,0.92,0.93,0.92,0.92,0.93,0.93,0.93
17, United States,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.93,0.93
55, Uruguay,0.69,0.7,0.7,0.71,0.71,0.71,0.72,0.73,0.74,0.74,0.74,0.75,0.75,0.75,0.76,0.76,0.76,0.77,0.77,0.78,0.78,0.79,0.79,0.8,0.8,0.81,0.81,0.81,0.82,0.82
106, Uzbekistan,,,,,,,,,,,0.6,0.61,0.61,0.62,0.63,0.63,0.64,0.65,0.65,0.66,0.67,0.68,0.69,0.69,0.7,0.7,0.71,0.71,0.72,0.72
140, Vanuatu,,,,,,,,,,,,,,,,0.57,0.58,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.6,0.6,0.6,0.61
113, Venezuela (Bolivarian Republic of),0.64,0.65,0.66,0.66,0.66,0.67,0.67,0.67,0.67,0.67,0.68,0.68,0.69,0.69,0.7,0.72,0.73,0.75,0.76,0.76,0.76,0.77,0.77,0.78,0.78,0.77,0.76,0.74,0.73,0.71
117, Viet Nam,0.48,0.49,0.5,0.51,0.53,0.54,0.55,0.55,0.57,0.57,0.59,0.59,0.6,0.61,0.62,0.62,0.63,0.64,0.65,0.66,0.66,0.67,0.68,0.68,0.68,0.69,0.69,0.7,0.7,0.7
179, Yemen,0.4,0.4,0.4,0.41,0.41,0.41,0.42,0.43,0.43,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.49,0.49,0.5,0.5,0.51,0.51,0.5,0.51,0.5,0.48,0.47,0.47,0.47,0.47
146, Zambia,0.42,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.52,0.53,0.53,0.55,0.56,0.56,0.57,0.57,0.58,0.58,0.58
150, Zimbabwe,0.48,0.48,0.47,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.41,0.41,0.41,0.41,0.42,0.42,0.46,0.48,0.5,0.53,0.54,0.55,0.55,0.56,0.56,0.57,0.57